cves,cve_counts,date,title,link,text
CVE-2025-29824,"{""CVE-2025-29824"": 1}",2025-04-08,"Microsoft April 2025 Patch Tuesday fixes exploited zero-day, 134 flaws",https://www.bleepingcomputer.com/news/microsoft/microsoft-april-2025-patch-tuesday-fixes-exploited-zero-day-134-flaws/,"Today is Microsoft's April 2025 Patch Tuesday, which includes security updates for 134 flaws, including one actively exploited zero-day vulnerability. This Patch Tuesday also fixes eleven ""Critical"" vulnerabilities, all remote code execution vulnerabilities. The number of bugs in each vulnerability category is listed below: The above numbers do not include Mariner flaws and 13 Microsoft Edge vulnerabilities fixed earlier this month. To learn more about the non-security updates released today, you can review our dedicated articles on theWindows 11 KB5055523 & KB5055528 cumulative updatesand theWindows 10 KB5055518 update. This month's Patch Tuesday fixes one actively exploited zero-day. Microsoft classifies a zero-day flaw as publicly disclosed or actively exploited while no official fix is available. The actively exploited zero-day vulnerability in today's updates is: CVE-2025-29824- Windows Common Log File System Driver Elevation of Privilege Vulnerability Microsoft says this vulnerability allows local attackers to gain SYSTEM privileges on the device/ ""The security update for Windows 10 for x64-based Systems and Windows 10 for 32-bit Systems are not immediately available,"" explained Microsoft. ""The updates will be released as soon as possible, and when they are available, customers will be notified via a revision to this CVE information."" Microsoft says the patches are not available for Windows 10 LTSB 2015 and will be released in the future. After the publishing of this article, Microsoft shared more details about how the flaw wasexploited as a zero-day by the RansomEXX ransomware gangto gain elevated privileges. Microsoft attributes the discovery of this flaw to the Microsoft Threat Intelligence Center. Other vendors who released updates or advisories in April 2025 include: Below is the complete list of resolved vulnerabilities in the April 2025 Patch Tuesday updates. To access the full description of each vulnerability and the systems it affects, you can view thefull report here. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Microsoft March 2025 Patch Tuesday fixes 7 zero-days, 57 flaws Windows 10 KB5055518 update fixes random text when printing Microsoft: Windows 'inetpub' folder created by security fix, don’t delete Microsoft adds hotpatching support to Windows 11 Enterprise Windows 11 KB5053598 & KB5053602 cumulative updates released"
CVE-2025-30401,"{""CVE-2025-30401"": 2}",2025-04-08,WhatsApp flaw can let attackers run malicious code on Windows PCs,https://www.bleepingcomputer.com/news/security/whatsapp-flaw-can-let-attackers-run-malicious-code-on-windows-pcs/,"Meta warned Windows users to update the WhatsApp messaging app to the latest version to patch a vulnerability that can let attackers execute malicious code on their devices. Described as a spoofing issue and tracked asCVE-2025-30401, this security flaw can be exploited by attackers by sending maliciously crafted files with altered file types to potential targets. Metasaysthe vulnerability impacted all WhatsApp versions and has been fixed with the release of WhatsApp 2.2450.6. ""A spoofing issue in WhatsApp for Windows prior to version 2.2450.6 displayed attachments according to their MIME type but selected the file opening handler based on the attachment's filename extension,"" WhatsAppexplained in a Tuesday advisory. ""A maliciously crafted mismatch could have caused the recipient to inadvertently execute arbitrary code rather than view the attachment when manually opening the attachment inside WhatsApp."" Meta says an external researcher found and reported the flaw via a Meta Bug Bounty submission. The company has yet to share if CVE-2025-30401 was exploited in the wild. In July 2024,WhatsApp addressed a slightly similar issuethat allowed Python and PHP attachments to be executed without warning when recipients opened them on Windows devices with Python installed. More recently, following reports from security researchers at the University of Toronto's Citizen Lab, WhatsApp alsopatched a zero-click, zero-day security vulnerabilitythat was exploited to install Paragon's Graphite spyware. The company said the attack vector was addressed late last year ""without the need for a client-side fix"" and decided against assigning a CVE-ID after ""reviewing the CVE guidelines published by MITRE, and [its] own internal policies."" On January 31, after mitigating the security issue server-side, WhatsAppalerted roughly 90 Android usersfrom over two dozen countries, includingItalian journalistsand activists who were targeted in Paragon spyware attacks using the zero-click exploit. Last December, a U.S. federal judge also ruled that Israeli spyware maker NSO Group used WhatsApp zero-days to deploy Pegasus spyware on at least 1,400 devices, thus violating U.S. hacking laws. Court documentsrevealed that NSO allegedly deployed Pegasus spyware in zero-click attacks that exploited WhatsApp vulnerabilities using multiple zero-day exploits. The documents also said that the spyware maker's developers reverse-engineered WhatsApp's code to create tools that sent malicious messages that installed spyware, violating federal and state laws. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Critical PHP RCE vulnerability mass exploited in new attacks SAP fixes suspected NetWeaver zero-day exploited in attacks Active! Mail RCE flaw exploited in attacks on Japanese orgs Max severity RCE flaw discovered in widely used Apache Parquet WordPress security plugin WP Ghost vulnerable to remote code execution bug"
CVE-2025-24071; CVE-2025-26633; CVE-2025-24061,"{""CVE-2025-24071"": 1, ""CVE-2025-26633"": 1, ""CVE-2025-24061"": 1}",2025-04-07,EncryptHub's dual life: Cybercriminal vs Windows bug-bounty researcher,https://www.bleepingcomputer.com/news/security/encrypthubs-dual-life-cybercriminal-vs-windows-bug-bounty-researcher/,"EncryptHub, a notorious threat actor linked to breaches at 618 organizations, is believed to have reported two Windows zero-day vulnerabilities to Microsoft, revealing a conflicted figure straddling the line between cybercrime and security research. The reported vulnerabilities areCVE-2025-24061(Mark of the Web bypass) andCVE-2025-24071(File Explorer spoofing), which Microsoft addressed during theMarch 2025 Patch Tuesdayupdates, acknowledging the reporter as 'SkorikARI with SkorikARI .' Anew report by Outpost24researchers has now linked the EncryptHub threat actor with SkorikARI after the threat actor allegedly infected himself and exposed their credentials. This exposure allowed the researchers to link the threat actor to various online accounts and expose the profile of a person who vacillates between being a cybersecurity researcher and a cybercriminal. One of the exposed accounts is SkorikARI, which the hacker used to disclose the two mentioned zero-day vulnerabilities to Microsoft, contributing to Windows security. Hector Garcia, Security Analyst at Outpost24, told BleepingComputer that the link of SkorikARI to EncryptHub is based on multiple pieces of evidence, making up for a high-confidence assessment. ""The hardest evidence was from the fact that the password files EncrypHub exfiltrated from his own system had accounts linked to both EncryptHub, like credentials to EncryptRAT, which was still in development, or his account on xss.is, and to SkorikARI, like accesses to freelance sites or his own Gmail account,"" explained Garcia. ""There was also a login to hxxps:// github[.]com/SkorikJR, which was mentioned in July's Fortinet Article about Fickle Stealer, bringing it all together."" ""Another huge confirmation of the link between the two were the conversations with ChatGPT, where activity related both to EncryptHub and to SkorikARI can be observed."" EncryptHub's foray into zero-days is not new, with the threat actor or one of the members attempting to sell zero-days to other cybercriminals on hacking forums. Outpost24 delved into EncryptHub's journey, stating that the hacker repeatedly shifts between freelance development work and cybercrime activity. Despite his apparent IT expertise, the hacker reportedly fell victim to bad opsec practices that allowed his personal information to be exposed. This includes the hacker's use of ChatGPT for developing malware and phishing sites, integrating third-party code, and researching vulnerabilities. The threat actor also had a deeper, personal engagement with OpenAI's LLM chatbot, in one case describing his accomplishments and asking the AI to categorize him as a cool hacker or malicious researcher. Based on the provided inputs, ChatGPT assessed him as 40% black hat, 30% grey hat, 20% white hat, and 10% uncertain, reflecting a morally and practically conflicted individual. The same conflict is reflected in his future planning on ChatGPT, where the hacker asks for the chatbot's help in organizing a massive but ""harmless"" campaign impacting tens of thousands of computers for publicity. EncryptHub is a threat actor that is believed to be loosely affiliated with ransomware gangs, such as RansomHub and the BlackSuit operations. However, more recently, the threat actors have made a name for themselves with various social engineering campaigns, phishing attacks, and creating a custom PowerShell-based infostealer namedFickle Stealer. The threat actor is also known for conducting social engineering campaigns where they create social media profiles and websites for fictitious applications. In one example,researchers foundthat the threat actor created an X account and website for a project management application called GartoriSpace. This site was promoted through private messages on social media platforms that would provide a code required to download the software. When downloading the software, Windows devices would receive a PPKG file [VirusTotal] that installed Fickle Stealer, and Mac devices would receive the AMOS information-stealer [VirusTotal]. EncryptHub has also beenlinked to Windows zero-day attacksexploiting a Microsoft Management Console vulnerability tracked as CVE-2025-26633. The flaw was fixed in March but was attributed to Trend Micro rather than the threat actor. Overall, the threat actors' campaigns appear to be working for them as a report by Prodaft says the threat actors havecompromised over six hundred organizations. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Commvault says recent breach didn't impact customer backup data EncryptHub linked to MMC zero-day attacks on Windows systems New Windows zero-day exploited by 11 state hacking groups since 2017 Microsoft March 2025 Patch Tuesday fixes 7 zero-days, 57 flaws Broadcom fixes three VMware zero-days exploited in attacks"
CVE-2024-43047; CVE-2024-50302; CVE-2024-53197; CVE-2024-53150; CVE-2024-53104,"{""CVE-2024-43047"": 1, ""CVE-2024-50302"": 1, ""CVE-2024-53197"": 1, ""CVE-2024-53150"": 1, ""CVE-2024-53104"": 1}",2025-04-07,"Google fixes Android zero-days exploited in attacks, 60 other flaws",https://www.bleepingcomputer.com/news/security/google-fixes-android-zero-days-exploited-in-attacks-60-other-flaws/,"Google has released patches for 62 vulnerabilities in Android's April 2025 security update, including two zero-days exploited in targeted attacks. One of the zero-days, a high-severity privilege escalation security vulnerability (CVE-2024-53197) in the Linux kernel's USB-audio driver for ALSA Devices, wasreportedly exploitedby Serbian authorities to unlock confiscated Android devices as part of a zero-day exploit chain developed by Israeli digital forensics company Cellebrite. This exploit chain—which also included a USB Video Class zero-day (CVE-2024-53104)patched in Februaryand a Human Interface Devices zero-day (CVE-2024-50302)patched last month)—was discovered by Amnesty International's Security Lab in mid-2024 while analyzing logs found on devices unlocked by Serbian police. Google told BleepingComputer in February that these fixes were shared with OEM partners in January. ""We were aware of these vulnerabilities and exploitation risk prior to these reports and promptly developed fixes for Android. Fixes were shared with OEM partners in a partner advisory on January 18,"" a Google spokesperson told BleepingComputer. This month's second zero-day fixed (CVE-2024-53150) is an Android Kernel information disclosure vulnerability caused by anout-of-bounds read weaknessthat enables local attackers to access sensitive information on vulnerable devices without user interaction. The March 2025 Android security updates also patch 60 other security vulnerabilities, most of which are high-severity elevation of privilege flaws. Google issued two sets of security patches, the2025-04-01and2025-04-05security patch levels. The latter provides all the fixes from the first batch and security patches for closed-source third-party and kernel subcomponents, which may not necessarily apply to all Android devices. Google Pixel devices receive these updates immediately, while other vendors often take longer to test and fine-tune the security patches for their specific hardware configurations. In November 2024, Google also fixedanother Android zero-day(CVE-2024-43047), first tagged as exploitedby Google Project Zeroin October 2024 and used by theSerbian government in NoviSpy spyware attacksagainst Android devices belonging to activists, journalists, and protestors. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Google fixes Android zero-day exploited by Serbian authorities Google fixes two Android zero-days used in targeted attacks Microsoft patches Windows Kernel zero-day exploited since 2023 Broadcom fixes three VMware zero-days exploited in attacks Google: 97 zero-days exploited in 2024, over 50% in spyware attacks"
CVE-2024-55956; CVE-2024-50623,"{""CVE-2024-55956"": 1, ""CVE-2024-50623"": 1}",2025-04-07,Food giant WK Kellogg discloses data breach linked to Clop ransomware,https://www.bleepingcomputer.com/news/security/food-giant-wk-kellogg-discloses-data-breach-linked-to-clop-ransomware/,"US food giant WK Kellogg Co is warning employees and vendors that company data was stolen during the 2024 Cleo data theft attacks. Cleo software is a managed file transfer utility that was targeted by the Clop ransomware gang en masse at the end of last year. This attackleveraged two zero-day flawstracked as CVE-2024-50623 and CVE-2024-55956, allowing the threat actors to breach servers and steal data. ""WK Kellogg learned on February 27, 2025, that a security incident may have occurred involving Cleo,""reads the notice. ""WK Kellogg immediately began to investigate. We contacted Cleo, and Cleo informed us that an unauthorized person gained access on December 7, 2024, to the servers Cleo hosted for us that were used for transferring employee files to our human resources service vendors."" WK Kellogg Co is an American food manufacturing giant split from Kellogg's in October 2023. It has an annual revenue of $2.7 billion and owns popular cereal brands such as All-Bran, Corn Flakes, Froot Loops, and Frosted Flakes. Although the company does not specifically mention Clop or the data theft attacks, the date of the reported incidents coincides with the wave of attacks that occurred in December 2024. Furthermore, the breach notifications come soon after the Clop ransomware gang listed WK Kellogg on their data leak extortion site. The data breach notification shared with the authorities says the exposed data includes a person's name and social security number. The letter encloses instructions on how recipients can enroll in a free one-year identity monitoring and fraud protection services through Kroll. Impacted individuals are also recommended to consider placing fraud alerts or a security freeze on their credit file. Kellogg says it worked closely with Cleo to identify the security measures it implemented to address last year's breach and prevent similar incidents from occurring in the future. Kellogg is the latest victim of along list of companiesimpacted by Clop's Cleo zero-day attacks, with the threat actors gradually disclosing additional victims and stolen data samples several months after the incident. The previous disclosure came on March 18 by Arizona-basedWestern Alliance Bank, which informed 22,000 customers their personal data had been stolen in an October 2024 breach of Cleo's secure file transfer software. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Western Alliance Bank notifies 21,899 customers of data breach VeriSource now says February data breach impacts 4 million people Baltimore City Public Schools data breach affects over 31,000 people Frederick Health data breach impacts nearly 1 million patients Ahold Delhaize confirms data theft after INC ransomware claims attack"
CVE-2025-31334,"{""CVE-2025-31334"": 2}",2025-04-05,WinRAR flaw bypasses Windows Mark of the Web security alerts,https://www.bleepingcomputer.com/news/security/winrar-flaw-bypasses-windows-mark-of-the-web-security-alerts/,"A vulnerability in the WinRAR file archiver solution could be exploited to bypass the Mark of the Web (MotW) security warning and execute arbitrary code on a Windows machine. The security issue is tracked as CVE-2025-31334 and affects all WinRAR versions except the most recent release, which is currently 7.11. Mark of the Web is a security function in Windows in the form of a metadata value (an alternate data stream named ‘zone-identifier’) to tag as potentially unsafe files downloaded from the internet. When opening an executable with the MotW tag, Windows warns the user that it was downloaded from the internet and could be harmful and offers the option to continue execution or terminate it.  The CVE-2025-31334 vulnerability can help a threat actor bypass the MotW security warning when opening a symbolic link (symlink) pointing to an executable file in any WinRAR version before 7.11. An attacker could execute arbitrary code by using a specially crafted symbolic link. It should be noted that a symlink can be created on Windows only with administrator permissions. The security issue received amedium severity score of 6.8 and has been fixed in the latest version of WinRAR, as noted in the applications change log: “If symlink pointing at an executable was started from WinRAR shell, the executable Mark of the Web data was ignored” -WinRAR The vulnerability was reported by Shimamine Taihei of Mitsui Bussan Secure Directions through the Information Technology Promotion Agency (IPA) in Japan. Japan’s Computer Security Incident Response Teamcoordinatedthe responsible disclosure with WinRAR’s developer. Starting version 7.10, WinRAR provides the possibility to remove from the MotW alternate data stream information (e.g. location, IP address) that could be considered a privacy risk. Threat actors, including state-sponsored ones, have exploited MotW bypasses in the past to deliver various malware without triggering the security warning. Recently, Russian hackers leveraged such a vulnerability in the 7-Zip archiver, which did not propagate the MotW whendouble archiving(archiving a file within another one) to run the Smokeloader malware dropper. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Microsoft: Windows Server hotpatching to require subscription Windows ""inetpub"" security fix can be abused to block future updates Microsoft: Windows 'inetpub' folder created by security fix, don’t delete Microsoft says Edge browser is now 9% faster after optimizations Widespread Microsoft Entra lockouts tied to new security feature rollout"
CVE-2025-30065,"{""CVE-2025-30065"": 3}",2025-04-03,Max severity RCE flaw discovered in widely used Apache Parquet,https://www.bleepingcomputer.com/news/security/max-severity-rce-flaw-discovered-in-widely-used-apache-parquet/,"A maximum severity remote code execution (RCE) vulnerability has been discovered impacting all versions of Apache Parquet up to and including 1.15.0. The problem stems from the deserialization of untrusted data that could allow attackers with specially crafted Parquet files to gain control of target systems, exfiltrate or modify data, disrupt services, or introduce dangerous payloads such as ransomware. The vulnerability is tracked underCVE-2025-30065and has a CVSS v4 score of 10.0. The flaw was fixed with the release of Apache version 1.15.1. It should be noted that to exploit this flaw, threat actors must convince someone to import a specially crafted Parquet file. Apache Parquet is an open-source, columnar storage format designed for efficient data processing. Unlike row-based formats (like CSV), Parquet stores data by columns, which makes it faster and more space-efficient for analytical workloads. It is widely adopted across the data engineering and analytics ecosystem, including big data platforms like Hadoop, AWS, Amazon, Google, and Azure cloud services, data lakes, and ETL tools. Some large companies that use Parquet include Netflix, Uber, Airbnb, and LinkedIn. The security problem in Parquet was disclosed on April 1, 2025, following a responsible disclosure by its finder, Amazon researcher Keyi Li. ""Schema parsing in the parquet-avro module of Apache Parquet 1.15.0 and previous versions allows bad actors to execute arbitrary code,"" warned the shortbulletin published on Openwall. ""Users are recommended to upgrade to version 1.15.1, which fixes the issue."" A separate bulletin by Endor Labs highlights the risk of CVE-2025-30065 exploitation more clearly, warning that the flaw can impact any data pipelines and analytics systems that import Parquet files, with the risk being significant for files sourced from external points. Endor Labs believes the problem was introduced in Parquet version 1.8.0, though older releases might also be impacted. The firm suggests coordinated checks with developers and vendors to determine what Praquet versions are used in production software stacks. ""If an attacker tricks a vulnerable system into reading a specially crafted Parquet file, they could gain remote code execution (RCE) on that system,""warns Endor Labs. However, the security firm avoids over-inflating the risk by including the note, ""Despite the frightening potential, it's important to note that the vulnerability can only be exploited if a malicious Parquet file is imported."" That being said, if upgrading to Apache Parquet 1.15.1 immediately is impossible, it is suggested to avoid untrusted Parquet files or carefully validate their safety before processing them. Also, monitoring and logging on systems that handle Parquet processing should be increased. Although no active exploitation has been discovered yet, the risk is high due to the flaw's severity and the widespread use of Parquet files in big data applications. Administrators of impacted systems are recommended to upgrade to Parquet version 1.15.1, which addresses CVE-2025-30065, as soon as possible. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Critical RCE flaw in Apache Tomcat actively exploited in attacks SAP fixes suspected NetWeaver zero-day exploited in attacks Active! Mail RCE flaw exploited in attacks on Japanese orgs WhatsApp flaw can let attackers run malicious code on Windows PCs WordPress security plugin WP Ghost vulnerable to remote code execution bug"
CVE-2023-46805; CVE-2025-22457; CVE-2024-21887; CVE-2025-0282,"{""CVE-2023-46805"": 1, ""CVE-2025-22457"": 2, ""CVE-2024-21887"": 1, ""CVE-2025-0282"": 1}",2025-04-03,Ivanti patches Connect Secure zero-day exploited since mid-March,https://www.bleepingcomputer.com/news/security/ivanti-patches-connect-secure-zero-day-exploited-since-mid-march/,"Ivanti has released security updates to patch a critical Connect Secure remote code execution vulnerability exploited by a China-linked espionage actor to deploy malware since at least mid-March 2025. Tracked asCVE-2025-22457, this critical security flaw is due to a stack-based buffer overflow weakness. It impacts Pulse Connect Secure 9.1x (which reached end-of-support in December), Ivanti Connect Secure 22.7R2.5 and earlier, Policy Secure, and Neurons for ZTA gateways. According toIvanti's advisory, remote threat actors can exploit it in high-complexity attacks that don't require authentication or user interaction. The company patched the vulnerability on February 11, 2025, with the release of Ivanti Connect Secure 22.7R2.6 after initially tagging it as a product bug. ""The vulnerability is a buffer overflow with characters limited to periods and numbers, it was evaluated and determined not to be exploitable as remote code execution and didn't meet the requirements of denial of service,"" Ivantisaid on Thursday. ""However, Ivanti and our security partners have now learned the vulnerability is exploitable through sophisticated means and have identified evidence of active exploitation in the wild. We encourage all customers to ensure they are running Ivanti Connect Secure 22.7R2.6 as soon as possible, which remediates the vulnerability."" While security patches for ZTA and Ivanti Policy Secure gateways are still in development and will be released on April 19 and April 21, respectively, Ivanti said that it's ""not aware of any exploitation"" targeting these gateways, which also have what ""meaningfully reduced risk from this vulnerability."" Ivanti also advised admins to monitor their external Integrity Checker Tool (ICT) and look for web server crashes. If any signs of compromise are discovered, admins should factory reset impacted appliances and put them back in production using software version 22.7R2.6. While Ivanti has yet to disclose more details regarding CVE-2025-22457 attacks, Mandiant and Google Threat Intelligence Group (GTIG) security researchers revealed today that a suspected China-nexus espionage actor exploited the vulnerability tracked as UNC5221 since at least mid-March 2025. ""Following successful exploitation, we observed the deployment of two newly identified malware families, the TRAILBLAZE in-memory only dropper and the BRUSHFIRE passive backdoor. Additionally, deployment of the previously reported SPAWN ecosystem of malware attributed to UNC5221 was also observed,""Mandiant said. ""We assess it is likely the threat actor studied the patch for the vulnerability in ICS 22.7R2.6 and uncovered through a complicated process, it was possible to exploit 22.7R2.5 and earlier to achieve remote code execution."" UNC5221 is known for targeting zero-day vulnerabilities in network edge devices since 2023, including various Ivanti and NetScaler appliances. Most recently, the Chinese hackersexploited CVE-2025-0282, another Ivanti Connect Secure buffer overflow, to drop new Dryhook and Phasejam malware on compromised VPN appliances. One year ago, the hacking group alsochained two Connect Secure and Policy Secure zero-days(CVE-2023-46805 and CVE-2024-21887) to remotely execute arbitrary commands on targeted ICS VPN and IPS network access control (NAC) appliances. One of their victims wasthe MITRE Corporation, whichdisclosed the breach in April 2024. ​Threat intelligence company Volexity said in January 2024 that UNC5221 hadbackdoored over 2,100 Ivanti appliancesusing the GIFTEDVISITOR webshell in attacks chaining the two zero days. As CISA and the FBI warned in January 2025, attackers are still breaching vulnerable networks using exploits targetingIvanti Cloud Service Appliances (CSA) security vulnerabilitiespatched since September. Multiple other Ivanti security flawshave beenexploitedas zero-daysover the last year against the company'sVPN appliancesandICS, IPS, and ZTA gateways. Update April 03, 14:16 EDT:Ivanti CSO Daniel Spicer sent the following statement after the story was published. Network security devices and edge devices in particular are a focus of sophisticated and highly persistent threat actors, and Ivanti is committed to providing information to defenders to ensure they can take every possible step to secure their environments. To this end, in addition to providing an advisory directly to customers, Ivanti worked closely with its partner Mandiant to provide additional information regarding this recently addressed vulnerability. Importantly, this vulnerability was fixed in ICS 22.7R2.6, released February 11, 2025, and customers running supported versions on their appliances and in accordance with the guidance provided by Ivanti have a significantly reduced risk. Ivanti’s Integrity Checker Tool (ICT) has been successful in detecting potential compromise on a limited number of customers running ICS 9.X (end of life) and 22.7R2.5 and earlier versions. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Ivanti Connect Secure zero-days now under mass exploitation Ivanti zero-day attacks infected devices with custom malware Ivanti Connect Secure zero-days exploited to deploy custom malware SAP fixes suspected NetWeaver zero-day exploited in attacks Ivanti: VPN appliances vulnerable if pushing configs after mitigation"
CVE-2024-20440; CVE-2024-20439,"{""CVE-2024-20440"": 1, ""CVE-2024-20439"": 4}",2025-04-02,Cisco warns of CSLU backdoor admin account used in attacks,https://www.bleepingcomputer.com/news/security/cisco-warns-of-cslu-backdoor-admin-account-used-in-attacks/,"Cisco has warned admins to patch a critical Cisco Smart Licensing Utility (CSLU) vulnerability, which exposes a built-in backdoor admin account now used in attacks. CSLU is a Windows app for managing licenses and linked products on-premises without connecting them to Cisco's cloud-based Smart Software Manager solution. Ciscopatched this security flaw(CVE-2024-20439) in September, describing it as ""an undocumented static user credential for an administrative account"" that lets unauthenticated attackers log into unpatched systems remotely with admin privileges over the Cisco Smart Licensing Utility (CSLU) app's API. CVE-2024-20439 only impacts systems running vulnerable Cisco Smart Licensing Utility releases, but it's only exploitable if the user starts the CSLU app (which doesn't run in the background by default). Aruba threat researcher Nicholas Starke reverse-engineered the vulnerability two weeks after Cisco released security patches andpublished a write-upwith technical details (including the decoded hardcoded static password). ""In March 2025, the Cisco Product Security Incident Response Team (PSIRT) became aware of attempted exploitation of this vulnerability in the wild,"" the companysaid in a Tuesday updateto the original security advisory. ""Cisco continues to strongly recommend that customers upgrade to a fixed software release to remediate this vulnerability."" While Cisco didn't share any details on these attacks, Johannes Ullrich, SANS Technology Institute's Dean of Research, spotted a campaign last month that used the backdoor admin account to attack CSLU instances exposed online. Ullrichsaid in Marchthat threat actors are chaining CVE-2024-20439 with a second flaw, a critical CLSU information disclosure vulnerability (CVE-2024-20440) that unauthenticated attackers can exploit to gain access to log files containing sensitive data (including API credentials) by sending crafted HTTP requests to vulnerable devices. ""A quick search didn't show any active exploitation [at the time], but details, including the backdoor credentials, were published in a blog by Nicholas Starke shortly after Cisco released its advisory. So it is no surprise that we are seeing some exploit activity,"" Ullrich said. On Monday, CISA added the CVE-2024-20439 static credential vulnerability to itsKnown Exploited Vulnerabilities Catalog, ordering U.S. federal agencies to secure their systems against active exploitation within three weeks, by April 21. This isn't the first backdoor account removed from Cisco products in recent years, with previous hardcoded credentials found in itsIOS XE,Wide Area Application Services (WAAS),Digital Network Architecture (DNA) Center, andEmergency Respondersoftware. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Critical Cisco Smart Licensing Utility flaws now exploited in attacks CISA tags Windows, Cisco vulnerabilities as actively exploited Windows NTLM hash leak flaw exploited in phishing attacks on governments New Windows zero-day exploited by 11 state hacking groups since 2017 Microsoft patches Windows Kernel zero-day exploited since 2023"
CVE-2025-24200; CVE-2025-24201; CVE-2025-24178; CVE-2025-30427; CVE-2025-24180; CVE-2025-24267; CVE-2025-24097; CVE-2025-31182; CVE-2025-24213; CVE-2025-24085; CVE-2025-24228; CVE-2025-30456,"{""CVE-2025-24200"": 2, ""CVE-2025-24201"": 2, ""CVE-2025-24178"": 1, ""CVE-2025-30427"": 1, ""CVE-2025-24180"": 1, ""CVE-2025-24267"": 1, ""CVE-2025-24097"": 1, ""CVE-2025-31182"": 1, ""CVE-2025-24213"": 1, ""CVE-2025-24085"": 2, ""CVE-2025-24228"": 1, ""CVE-2025-30456"": 1}",2025-04-01,Apple backports zero-day patches to older iPhones and Macs,https://www.bleepingcomputer.com/news/security/apple-backports-zero-day-patches-to-older-iphones-and-macs/,"Apple has released security updates that backport fixes for actively exploited vulnerabilities that were exploited as zero-days to older versions of its operating systems. At the same time, the consumer tech giant released security updates for the latest stable iOS, iPadOS, and macOS, addressing numerous security flaws. The first backport concernsCVE-2025-24200, a flaw discovered by Citizen Lab that was exploited by mobile forensic tools to disable 'USB Restricted Mode' on locked devices. Apple addressed the flaw in iOS 18.3.1, iPadOS 18.3.1, and 17.7.5, released on February 10, 2025. The second vulnerability backported to older OS versions isCVE-2025-24201, which allowed hackers to break out of the Web Content sandbox on the WebKit engine using specially crafted web content. Apple warned that the flaw was exploited in ""extremely sophisticated"" attacks, fixing it on March 11, 2025, with the release of iOS 18.3.2, iPadOS 18.3.2, macOS Sequoia 15.3.2, visionOS 2.3.2, and Safari 18.3.1. The vendor has now incorporated fixes for both CVE-2025-24200 and CVE-2025-24201 iniOS 16.7.11and15.8.4and iPadOS versions16.7.11and15.8.4. The third flaw fixed on older devices isCVE-2025-24085, a privilege escalation problem in Apple's Core Media framework. The firm fixed the issue in late January 2025 with the release of iOS 18.3, iPadOS 18.3, macOS Sequoia 15.3, watchOS 11.3, visionOS 2.3, and tvOS 18.3. Now, fixes for CVE-2025-24085 were made available throughiPadOS 17.7.6, and macOS versions14.7.5(Sonoma) and13.7.5(Ventura). In addition to the backports, Apple also released security updates for the latest stable branches of its operating systems and software like Safari and Xcode. Specifically, the latest update foriOS 18.4 and iPadOS 18.4fixes 77 vulnerabilities, including CVE-2025-30456 (app sandbox bypass allowing root privilege escalation), CVE-2025-24097 (arbitrary file metadata access), and CVE-2025-31182 (arbitrary file deletion). OnmacOS Sequoia 15.4, Apple addressed 123 vulnerabilities, including CVE-2025-24228 (arbitrary code execution with kernel privileges), CVE-2025-24267 (privilege escalation to root), and CVE-2025-24178 (sandbox escape). On the latest Safari 18.4, Apple addressed 13 flaws including CVE-2025-24213 (WebKit memory corruption), CVE-2025-30427 (WebKit use-after-free), and CVE-2025-24180 (WebAuthn credential confusion). While no actively exploited zero-day flaws were disclosed in these bulletins, users should apply the updates as soon as possible to remain protected against attacks. Based on an analysis of 14M malicious actions, discover the top 10 MITRE ATT&CK techniques behind 93% of attacks and how to defend against them. Apple fixes WebKit zero-day exploited in ‘extremely sophisticated’ attacks Apple 'AirBorne' flaws can lead to zero-click AirPlay RCE attacks Apple fixes two zero-days exploited in targeted iPhone attacks Verizon Call Filter API flaw exposed customers' incoming call history Russian army targeted by new Android malware hidden in mapping app"
